id,name,birth_year,death_year,nationality,literary_movement,biographical_notes,wikidata_id,created_at,updated_at,author_notes
32,Katharine Newlin Burt,1882,1977,United States,,"American novelist and film scenarist (1882-1977). Occupations: novelist, writer",Q47993548,2025-06-17T03:44:44.513472,2025-06-17T16:37:10.674164,
214,Katherine Albert,1902,1970,United States,,"American actor and screenwriter (1902-1970). Born in Louisville. Died in Santa Monica. Occupations: screenwriter, writer, actor",Q3194023,2025-06-24T13:48:25.835294,2025-06-24T14:30:54.933277,aka Katherine Eunson
63,Katherine Brush,1902,1952,United States,,"American writer (1902-1952). Occupations: columnist, novelist, writer",Q6376162,2025-06-17T03:44:44.513472,2025-06-17T16:37:54.035089,
71,Katherine Brush and Grace Sartwell Mason,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
265,Katherine Hill,,,,,,-,2025-07-05T22:18:25.74318,2025-07-05T22:24:29.873349,
26,Katherine Leiser Robbins,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
169,Katherine Thatcher Clugston,,,,,,,2025-06-19T17:55:47.602155,2025-06-19T17:55:47.602155,
88,Kathryn Forbes,1908,1966,United States,,American writer (1908–1966). Born in San Francisco. Died in San Francisco. Occupations: writer,Q2020013,2025-06-17T03:44:44.513472,2025-06-17T16:38:23.215171,
271,Kathryn Hulme,1900,1981,United States,,"American writer. Born in San Francisco. Died in Līhuʻe. Occupations: writer, novelist",Q6377059,2025-07-05T22:18:25.74318,2025-07-05T22:23:25.622057,
127,Kay Boyle,1902,1992,United States,,"American writer, educator, political activist (1902–1992). Born in Saint Paul. Died in Mill Valley. Occupations: writer, journalist, translator, children's writer, pedagogue, poet, novelist, author",Q529639,2025-06-18T02:39:34.885218,2025-06-20T17:52:54.291142,
226,Ketti Frings,1909,1981,United States,,"American dramatist and screenwriter (1909–1981). Born in Columbus. Died in Los Angeles. Occupations: writer, screenwriter",Q1739986,2025-07-02T23:42:40.28474,2025-07-03T00:46:35.099003,aka Katherine Hartley
147,Kitty Buhler,,,,,,,2025-06-18T03:27:42.970289,2025-06-18T03:27:42.970289,"aka Esther ""Kitty"" Buhler Bradley, aka Esther Dora Biolo"
236,K.R.G. Granger,,,,,,,2025-07-04T00:53:10.886851,2025-07-04T00:53:10.886851,pseud of Kathleen B. George and Robert A. Granger
50,Laura Jean Libbey,1862,1924,United States,,"American writer. Born in New York City. Died in Brooklyn. Occupations: novelist, writer",Q6499053,2025-06-17T03:44:44.513472,2025-06-17T16:37:37.350922,
267,Laura Z. Hobson,1900,1986,United States,,"novelist. Born in Manhattan. Died in Manhattan. Occupations: writer, novelist",Q6499575,2025-07-05T22:18:25.74318,2025-07-05T22:23:19.812244,
190,Lavinia Davis,,,,,,,2025-06-23T00:49:56.759267,2025-06-23T00:49:56.759267,
172,Lenore J. Coffee,1896,1984,United States,,"American screenwriter, playwright, novelist (1896-1984). Born in San Francisco. Died in Woodland Hills. Occupations: playwright, writer, screenwriter, script",Q1818206,2025-06-19T17:55:47.602155,2025-06-20T17:53:52.555093,
186,Leona Dalrymple,1884,1968,United States,,"American writer. Occupations: screenwriter, novelist",Q13563146,2025-06-23T00:49:56.759267,2025-06-23T01:12:11.860001,
122,Libbie Block,1910,1972,United States,,"American writer. Occupations: writer, novelist",Q6540396,2025-06-18T02:29:47.377959,2025-06-20T17:52:47.29957,
114,Lillian Bennett-Thompson,,,,,,,2025-06-18T02:15:16.243554,2025-06-18T02:15:16.243554,
168,Lillian Chester,1887,1961,United States,,"American writer and filmmaker. Born in Cincinnati. Died in St. Petersburg. Occupations: playwright, writer, film director, film editor, screenwriter",Q21664283,2025-06-19T17:55:47.602155,2025-06-20T17:53:48.800385,
194,Lillian Day,1893,1991,,,American novelist and playwright. Born in New York City. Died in New York City. Occupations: writer,Q110215708,2025-06-23T00:49:56.759267,2025-06-23T01:12:22.822749,
258,Lillian Hellman,1905,1984,United States,,"American dramatist and screenwriter (1905-1984). Born in New Orleans. Died in Dukes County. Occupations: writer, screenwriter, autobiographer, actor, playwright, librettist",Q233701,2025-07-05T22:18:25.74318,2025-07-05T22:23:08.655219,
148,Lois Bull,,,,,,,2025-06-18T03:29:17.897053,2025-06-18T03:29:17.897053,"aka Lois Buel, aka Lois Milburn Bull"
206,Lois Christine Eby,1908,,,,1908-. Occupations: writer,Q120432115,2025-06-24T13:48:25.835294,2025-06-24T14:30:46.215075,
233,Lotta Gannet,,,,,,,2025-07-04T00:53:10.886851,2025-07-04T00:53:10.886851,
28,Louisa May Alcott,1832,1888,United States,abolitionism,"American novelist (1832–1888). Born in Germantown. Died in Boston. Occupations: writer, children's writer, nurse, suffragist, domestic worker, poet, teacher, novelist. Notable works: An Old-Fashioned Girl, Jo's Boys, Little Women, The Brownie and the Princess, Eight Cousins; or, The Aunt-Hill",Q185696,2025-06-17T03:44:44.513472,2025-06-20T17:52:25.100922,
102,Louise Baker,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
224,Louise Forsslund,1873,1910,United States,,American writer. Born in Sayville. Died in Brentwood. Occupations: writer,Q16043489,2025-07-02T23:42:40.28474,2025-07-03T00:46:32.279845,pseud of Mary Louise Foster
164,Lucia Chamberlain,1882,1978,United States,,US novelist (1882-1978). Born in San Francisco. Died in Santa Cruz. Occupations: novelist,Q21546570,2025-06-19T17:55:47.602155,2025-06-20T17:53:45.285122,
179,Lucy Herndon Crockett,1914,2002,,,American novelist. Occupations: novelist,Q40142472,2025-06-19T17:55:47.602155,2025-06-20T17:54:00.928305,
109,Mae Livingston,,,,,,,2025-06-18T01:50:26.245186,2025-06-18T01:50:26.245186,
261,Maibelle Heikes Justice,1871,1926,United States,,"American screenwriter (1871-1926). Born in Logansport. Occupations: writer, screenwriter",Q21197444,2025-07-05T22:18:25.74318,2025-07-05T22:23:12.212997,
188,Marcia Davenport,1903,1996,United States,,"American author and music critic. Born in New York City. Died in Monterey. Occupations: journalist, music critic, biographer, novelist, opinion journalist, writer, musicologist",Q2908658,2025-06-23T00:49:56.759267,2025-06-23T01:12:15.171082,
62,Margaret Ayer Barnes,1886,1967,United States,,"American playwright, novelist, short story writer (1886–1967). Born in Chicago. Died in Cambridge. Occupations: short story writer, screenwriter, writer, playwright, novelist",Q768296,2025-06-17T03:44:44.513472,2025-06-17T16:37:52.620402,
158,Margaret Carpenter,,,,,,-,2025-06-19T17:55:47.602155,2025-06-23T03:51:22.523831,
103,Margaret Cousins,1905,1996,United States,,American writer and editor. Born in Munday. Died in San Antonio. Occupations: writer,Q63068786,2025-06-17T03:44:44.513472,2025-06-17T16:38:42.787076,
70,Margaret Culkin Banning,1891,1982,United States,,"novelist. Born in Buffalo. Died in Tryon. Occupations: politician, novelist, short story writer, writer",Q6759314,2025-06-17T03:44:44.513472,2025-06-17T16:38:03.191455,
9,Margaret Deland,1857,1945,United States,,"American writer and poet (1857–1945). Born in Allegheny. Died in Boston. Occupations: short story writer, university teacher, writer, autobiographer, novelist, poet. Notable works: Sidney, The Rising Tide, The Iron Woman, Philip and His Wife, The Awakening of Helena Richie",Q1894814,2025-06-17T03:44:44.513472,2025-06-17T16:36:41.326397,
207,Margaret Echard,1895,1982,,,"American novelist, playwright, scriptwriter for radio and film. Born in Brazil. Occupations: writer, actor",Q110459766,2025-06-24T13:48:25.835294,2025-06-24T14:30:47.723445,
72,Margaret Mitchell,1900,1949,United States,,,Q173540,2025-06-17T03:44:44.513472,2025-06-20T14:52:34.472778,
44,Margaretta Tuttle,1875,1958,,,American writer. Occupations: writer,Q47035835,2025-06-17T03:44:44.513472,2025-06-17T16:37:28.728014,
17,Margaret Widdemer,1884,1978,United States,,"American poet and novelist (1884–1978). Born in United States. Occupations: children's writer, poet, novelist, writer",Q6760023,2025-06-17T03:44:44.513472,2025-06-17T16:36:53.621569,
145,Marguerite Bryant,1870,1965,United Kingdom of Great Britain and Ireland,,British novelist. Occupations: novelist,Q64685558,2025-06-18T03:05:23.6088,2025-06-20T17:53:16.500141,
260,Marguerite Henry,1902,1997,United States,,"American writer. Born in Milwaukee. Died in San Diego. Occupations: writer, novelist, children's writer. Notable works: Brighty of the Grand Canyon, Misty of Chincoteague, King of the Wind",Q6760787,2025-07-05T22:18:25.74318,2025-07-05T22:23:10.463908,
171,Marian Cockrell,,,,,,,2025-06-19T17:55:47.602155,2025-06-19T17:55:47.602155,
181,Maria Susanna Cummings,,,,,,,2025-06-19T17:55:47.602155,2025-06-19T17:55:47.602155,
189,Maria Thompson Daviess,1814,1896,United States,,"American author (1814-1896). Born in Harrodsburg. Died in Harrodsburg. Occupations: poet, writer, historian",Q19423873,2025-06-23T00:49:56.759267,2025-06-23T01:12:16.665165,
23,Marion Polk Angelotti,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
29,Marjorie Benton Cooke,1876,1920,United States,,"American monologist, playwright, novelist (1876-1920). Occupations: suffragist, writer",Q18911708,2025-06-17T03:44:44.513472,2025-06-17T16:37:07.703851,
156,Marjorie Carleton,,,,,,,2025-06-19T17:55:47.602155,2025-06-19T17:55:47.602155,
84,Marjorie Kinnan Rawlings,1896,1953,United States,,"American novelist (1896–1953). Born in Washington, D.C.. Died in St. Augustine. Occupations: children's writer, screenwriter, university teacher, writer, novelist. Notable works: The Yearling",Q465237,2025-06-17T03:44:44.513472,2025-06-17T16:38:18.210039,
257,Marrijane Hayes,,,,,,,2025-07-05T22:18:25.74318,2025-07-05T22:18:25.74318,
108,Martha Albrand,1914,1981,United States,,"German-American novelist. Born in Rostock. Died in New York City. Occupations: writer, novelist, journalist",Q1903016,2025-06-18T01:44:22.921838,2025-06-20T17:52:35.616693,pseud of Heidi Huberta Freybe Loewengard
167,Martha Cheavans,,,,,,,2025-06-19T17:55:47.602155,2025-06-19T17:55:47.602155,
91,Mary Bard,1904,1970,United States,,"American writer. Born in Montana. Occupations: children's writer, writer",Q12035944,2025-06-17T03:44:44.513472,2025-06-17T16:38:27.653371,
100,Mary Elizabeth Vroman,1924,1967,United States,,"1924-1967 American writer and schoolteacher. Born in Buffalo. Died in New York City. Occupations: teacher, writer",Q20737799,2025-06-17T03:44:44.513472,2025-06-17T16:38:39.63225,
191,Mary Evelyn Moore Davis,1844,1909,United States,,"novelist, poet. Born in Talladega. Died in New Orleans. Occupations: poet, writer, short story writer, novelist",Q24405792,2025-06-23T00:49:56.759267,2025-06-23T01:12:18.339975,
129,Mary Hastings Bradley,1882,1976,United States,,"American writer. Born in Chicago. Died in Chicago. Occupations: war correspondent, novelist, journalist",Q6779734,2025-06-18T02:44:49.074683,2025-06-20T17:52:56.016183,
51,Mary Heaton Vorse,1874,1966,United States,,"American journalist. Born in New York City. Occupations: novelist, journalist, writer",Q6779749,2025-06-17T03:44:44.513472,2025-06-17T16:37:38.816222,
159,Mary Jane Carr,1895,1988,United States,,"American writer (1895–1988). Born in Portland. Died in Portland. Occupations: writer, poet, children's writer, journalist",Q1906289,2025-06-19T17:55:47.602155,2025-06-20T17:53:36.681997,
268,Mary Jane Holmes,1828,1907,United States,,"novelist. Born in Brookfield. Died in Brockport. Occupations: writer, novelist",Q6779878,2025-07-05T22:18:25.74318,2025-07-05T22:23:21.268283,
14,Mary Raymond Shipman Andrews,1860,1936,United States,,"American writer. Occupations: novelist, writer",Q6780584,2025-06-17T03:44:44.513472,2025-06-17T16:36:48.990996,
6,Mary Roberts Rinehart,1876,1958,United States,,"American mystery writer (1876–1958). Born in Pittsburgh. Died in New York City. Occupations: journalist, screenwriter, travel writer, humorist, writer, crime fiction writer, essayist, novelist, nurse, poet",Q460366,2025-06-17T03:44:44.513472,2025-06-17T16:36:37.696645,
19,Mary S. Watts,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
15,Mary Wilkins Freeman,1852,1930,United States,,"American novelist, short story writer, poet, children's author (1852-1930). Born in Randolph. Died in Metuchen. Occupations: children's writer, poet, novelist, writer. Notable works: Collected Ghost Stories, A New England Nun, Pembroke, The Pot of Gold and Other Stories, Young Lucretia and Other Stories",Q276421,2025-06-17T03:44:44.513472,2025-06-17T16:36:50.582261,
217,Mateel Howe Farnham,1883,1957,,,American novelist. Born in Atchison. Died in Norwalk. Occupations: writer,Q110270441,2025-07-02T23:42:40.28474,2025-07-03T00:46:23.167091,
228,May Peel Futrelle,,,,,,,2025-07-02T23:42:40.28474,2025-07-02T23:42:40.28474,aka Lily May Peel Futrelle
219,Medora Field,1892,1960,,,"author, journalist, and editor (1892-1960). Born in Lindale. Died in Atlanta. Occupations: journalist, editor, author",Q93768640,2025-07-02T23:42:40.28474,2025-07-03T00:46:26.19855,aka Medora Field Perkerson
205,Mignon G. Eberhart,1899,1996,United States,,"novelist (1899–1996). Born in Lincoln. Died in Greenwich. Occupations: novelist, writer. Notable works: The Patient in Room 18",Q452249,2025-06-24T13:48:25.835294,2025-06-24T14:30:44.696535,
48,Mildred Cram,1889,1985,United States,,"American writer (1889-1985). Born in Washington, D.C.. Died in Santa Barbara. Occupations: screenwriter, writer",Q4260292,2025-06-17T03:44:44.513472,2025-06-17T16:37:34.492846,
238,Mildred Gilman,,,,,,,2025-07-04T00:53:10.886851,2025-07-04T00:53:10.886851,
241,Mildred Nixon Gordon,1905,1979,United States,,"writer (1912-1979). Born in Kansas. Died in Tucson. Occupations: novelist, magazine editor, writer",Q28658703,2025-07-04T00:53:10.886851,2025-07-04T03:29:20.70611,
137,Mrs. Owen Bronson,,,,,,,2025-06-18T02:54:32.433797,2025-06-18T02:54:32.433797,
21,Nalbro Isadorah Bartley,1888,1952,United States,,"American writer (1888-1952). Born in Buffalo. Died in San Francisco. Occupations: screenwriter, novelist",Q30598690,2025-06-17T03:44:44.513472,2025-06-17T16:36:59.452898,
225,Nancy Freedman,1920,2010,United States,,"American writer (1920-2010). Born in Evanston. Died in Greenbrae. Occupations: stage actor, novelist, actor, writer",Q6962691,2025-07-02T23:42:40.28474,2025-07-03T00:46:33.693405,aka Nancy Mars Freedman
119,Nell Blackwell,,,,,,,2025-06-18T02:26:47.133063,2025-06-18T02:26:47.133063,
192,Norah Davis,1873,,United States,,American novelist. Born in Huntsville. Occupations: novelist,Q109694718,2025-06-23T00:49:56.759267,2025-06-23T01:12:19.801615,
209,Olive Edens,,,,,,,2025-06-24T13:48:25.835294,2025-06-24T13:48:25.835294,
45,Olive Higgins Prouty,1882,1974,United States,,"American writer (1882–1974). Born in Worcester. Died in Brookline. Occupations: poet, writer",Q1530966,2025-06-17T03:44:44.513472,2025-06-17T16:37:30.185201,
264,Patricia Highsmith,1921,1995,United States,modernist literature,"American novelist and short story writer (1921–1995). Born in Fort Worth. Died in Locarno. Occupations: writer, novelist, screenwriter, comics writer. Notable works: Deep Water, Little Tales of Misogyny, The Tremor of Forgery, Small g: a Summer Idyll, The Price of Salt",Q270635,2025-07-05T22:18:25.74318,2025-07-05T22:23:15.415126,
222,Pauline Forney,,,,,,,2025-07-02T23:42:40.28474,2025-07-02T23:42:40.28474,
232,Pauline Gallico,,,,,,,2025-07-04T00:53:10.886851,2025-07-04T00:53:10.886851,
31,Pearl Doles Bell,1883,1968,United States,,"American writer (1883-1968). Born in St. Joseph. Occupations: screenwriter, novelist",Q62901711,2025-06-17T03:44:44.513472,2025-06-17T16:37:09.223955,
183,Pearl Lenore Curran,,,,,,,2025-06-19T17:55:47.602155,2025-06-19T17:55:47.602155,
146,Pearl S. Buck,1892,1973,United States,,"American writer (1892–1973). Born in Hillsboro. Died in Danby. Occupations: autobiographer, prose writer, writer, journalist, translator, missionary, children's writer, human rights activist, novelist, screenwriter. Notable works: China Sky, Fighting Angel, Sons, Imperial Woman, The Good Earth",Q80900,2025-06-18T03:05:54.62011,2025-06-20T17:53:19.258586,
230,Peggy Gaddis,1895,1966,United States,,"American author. Occupations: novelist, writer",Q10347927,2025-07-04T00:53:10.886851,2025-07-04T03:29:13.769607,pseud of Peggy Dern
87,Peggy Goodin,1923,1983,United States,,American novelist (1923-1983). Born in Kansas City. Occupations: writer,Q61829261,2025-06-17T03:44:44.513472,2025-06-17T16:38:21.802517,
220,Rachel Field,,,,,,-,2025-07-02T23:42:40.28474,2025-07-03T20:00:10.787147,
161,Rachel L. Carson,1907,1964,United States,,"American marine biologist and conservationist (1907-1964). Born in Rachel Carson Homestead. Died in Silver Spring. Occupations: conservationist, writer, non-fiction writer, environmentalist, marine biologist, essayist, whistleblower, zoologist, author. Notable works: The Edge of the Sea, Silent Spring, The Sea Around Us",Q100948,2025-06-19T17:55:47.602155,2025-06-20T17:53:39.773438,
204,Rebecca Lane Hooper Eastman,1877,1937,United States,,"American writer and journalist. Born in Walpole. Died in Brooklyn. Occupations: novelist, journalist",Q19665055,2025-06-24T13:48:25.835294,2025-06-24T14:30:43.211583,
75,Rebecca Yancey Williams,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
80,Rose Franken,1896,1988,United States,,"American writer (1895–1988). Born in Gainesville. Died in Tucson. Occupations: short story writer, screenwriter, writer, playwright, novelist",Q1242613,2025-06-17T03:44:44.513472,2025-06-17T16:38:12.982493,
212,Ruth Belmore Endicott,,,,,,,2025-06-24T13:48:25.835294,2025-06-24T13:48:25.835294,"almost certainly a pseud, as many Stratemeyer Syndicate author names were"
180,Ruth Cross,1887,1981,United States,,American writer (1887-1981). Occupations: writer,Q120815043,2025-06-19T17:55:47.602155,2025-06-20T17:54:02.992575,
185,Ruth D'Agostino,,,,,,,2025-06-23T00:49:56.759267,2025-06-23T00:49:56.759267,
124,Ruth Holt Boucicault,,,,,,,2025-06-18T02:35:43.599209,2025-06-18T02:35:43.599209,
18,Ruth Sawyer,1880,1970,United States,,"American children's writer and storyteller. Born in Boston. Died in Lexington. Occupations: children's writer, writer. Notable works: Roller Skates",Q4977173,2025-06-17T03:44:44.513472,2025-06-17T16:36:55.626703,
239,Ruth Seinfel Goode,1905,1997,,,American writer. Occupations: writer,Q108557797,2025-07-04T00:53:10.886851,2025-07-04T03:29:19.025092,
115,Sally Benson,,,,,,-,2025-06-18T02:18:25.874594,2025-06-23T03:51:08.070923,pseud of Sara Benson
60,Sara Addington,1891,1940,,,"journalist and children's writer. Born in Cincinnati. Died in New York City. Occupations: children's writer, journalist",Q22958129,2025-06-17T03:44:44.513472,2025-06-17T16:37:50.955292,
245,Sarah Pratt McLean Greene,1856,1935,United States,,"American writer. Born in Simsbury. Occupations: novelist, writer",Q23815297,2025-07-04T00:53:10.886851,2025-07-04T03:29:26.79137,aka Sarah P. McLean
111,Sara Ware Bassett,1872,1968,United States,,"American author. Died in Newton Centre. Occupations: teacher, novelist",Q7421805,2025-06-18T02:05:27.940531,2025-06-20T17:52:39.047314,
227,Sarita Fuller,,,,,,,2025-07-02T23:42:40.28474,2025-07-02T23:42:40.28474,pseud of Beulah Marie Dix
242,Sheilah Graham,1904,1988,United States,,American gossip columnist (1904–1988). Born in Leeds. Died in Palm Beach. Occupations: columnist,Q7493182,2025-07-04T00:53:10.886851,2025-07-04T03:29:22.368159,
218,Sidney McCall,1865,1954,United States,,"American novelist and poet (1865–1954). Born in Wilcox County. Died in Montrose. Occupations: writer. Notable works: The Dragon Painter, The Breath of the Gods",Q6003187,2025-07-02T23:42:40.28474,2025-07-03T00:46:24.679383,pseud of Mary McNeil Fenollosa
38,Sophie Kerr,1880,1965,United States,,"American writer (1880–1965). Occupations: poet, novelist, writer",Q7563023,2025-06-17T03:44:44.513472,2025-06-17T16:37:19.550342,
262,Stella Wynne Herron,1885,1966,United States,,American writer and suffragette. Occupations: writer,Q65801552,2025-07-05T22:18:25.74318,2025-07-05T22:23:13.649614,
58,Susan Glaspell,1876,1948,United States,,"American writer (1876-1948). Born in Davenport. Died in Provincetown. Occupations: journalist, actor, biographer, writer, playwright, women's rights activist, novelist. Notable works: Alison's House",Q468667,2025-06-17T03:44:44.513472,2025-06-17T16:37:47.914093,
95,Sylvia Tate,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
120,Tats Blain,,,,,,,2025-06-18T02:28:07.622332,2025-06-18T02:28:07.622332,pseud of Mary D. Blain
47,Temple Bailey,1880,1953,United States,,"American writer. Born in Petersburg. Occupations: screenwriter, novelist, writer",Q7698436,2025-06-17T03:44:44.513472,2025-06-18T01:58:43.848423,pseud of Irene Temple
254,Theodosia Harris,1877,1938,United States,,"American writer (1877-1938). Born in Virginia City. Died in San Antonio. Occupations: writer, screenwriter",Q16615582,2025-07-05T22:18:25.74318,2025-07-05T22:23:04.011867,
202,Theo Durrant,,,,,,,2025-06-23T00:49:56.759267,2025-06-23T00:49:56.759267,"group pseud of 12 authors, including Eunice Mays Boyd, Florence Ostern Faulkner, Dana Lyon, Lenore Glen Offord, and Virginia Rath"
66,Thyra Samter Winslow,1885,1961,United States,,"American writer and screenwriter. Born in Fort Smith. Died in Los Angeles. Occupations: journalist, actor, short story writer, screenwriter, writer, non-fiction writer, dancer",Q51883022,2025-06-17T03:44:44.513472,2025-06-17T16:37:58.571288,
56,Ursula Parrott,1900,1957,United States,,"American writer (1900-1957). Born in Dorchester. Died in New York City. Occupations: screenwriter, novelist. Notable works: Ex-Wife",Q7901271,2025-06-17T03:44:44.513472,2025-06-17T16:37:44.865788,
142,Vera Brown,,,,,,,2025-06-18T03:01:30.931046,2025-06-18T03:01:30.931046,
59,Vera Caspary,1899,1987,United States,,"American writer (1899–1987). Born in Chicago. Died in New York City. Occupations: playwright, screenwriter, novelist, writer. Notable works: Laura, Bedelia",Q1645179,2025-06-17T03:44:44.513472,2025-06-17T16:37:49.447433,
113,Vicki Baum,1888,1960,"United States, Austria",,"Austrian writer (1888–1960). Born in Vienna. Died in Hollywood. Occupations: writer, journalist, musician, screenwriter, harpist",Q93444,2025-06-18T02:11:09.081251,2025-06-20T17:52:41.207264,
231,Victoria Galland,,,,,,,2025-07-04T00:53:10.886851,2025-07-04T00:53:10.886851,
273,Vida Hurst,,,,,,,2025-07-05T22:18:25.74318,2025-07-05T22:18:25.74318,
53,Vina Delmar,1903,1990,United States,,"American playwright, screenwriter, and novelist (1903-1990). Born in Brooklyn. Died in Los Angeles. Occupations: playwright, screenwriter, novelist, writer",Q3561703,2025-06-17T03:44:44.513472,2025-06-17T16:37:41.685443,
138,Virginia Brooks,1886,1929,United States,,"American author (1886-1929). Born in Chicago. Died in Portland. Occupations: suffragette, writer",Q2527760,2025-06-18T02:55:11.897562,2025-06-20T17:53:10.436511,
134,Virginia Hudson Brightman,1886,,United States,,"American writer. Born in Kentucky. Occupations: writer, screenwriter",Q27990555,2025-06-18T02:51:20.77821,2025-06-20T17:53:05.378686,aka Virginia Tyler Hudson
54,Virginia S. Bartlett,,,,,,,2025-06-17T03:44:44.513472,2025-06-17T03:44:44.513472,
178,Virginia Spencer Cowles,1910,1983,United States,,"Journalist, war correspondent (1910–1983). Born in Brattleboro. Died in France. Occupations: journalist, writer, novelist, historian",Q1479296,2025-06-19T17:55:47.602155,2025-06-20T17:53:59.401148,
177,Vivian Cosby,1901,1963,United States,,"American writer. Occupations: writer, novelist, radio producer",Q126208615,2025-06-19T17:55:47.602155,2025-06-20T17:53:57.979946,
42,Willa Cather,1873,1947,United States,,"American writer (1873–1947). Born in Gore. Died in Manhattan. Occupations: novelist. Notable works: Sapphira and the Slave Girl, Alexander's Bridge, Death Comes for the Archbishop, Lucy Gayheart, My Mortal Enemy",Q229480,2025-06-17T03:44:44.513472,2025-06-17T16:37:25.838991,
152,Zoe Akins,1886,1958,United States,,"Playwright, poet, author. Born in Humansville. Died in Los Angeles. Occupations: playwright, writer, poet, screenwriter",Q227109,2025-06-18T03:50:49.976465,2025-06-20T17:53:25.827386,
34,Zona Gale,1874,1938,United States,,"American author and playwright. Born in Portage. Died in Chicago. Occupations: short story writer, suffragist, writer, playwright, novelist. Notable works: Miss Lulu Bett",Q219829,2025-06-17T03:44:44.513472,2025-06-17T16:37:13.528841,
